0800140 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800139 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800120 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800120 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800103 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800103 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800103 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800103 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800102 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800102 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800102 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800102 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800102 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800102 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800097 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800097 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800097 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800097 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800097 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800097 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800097 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800097 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800096 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800096 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800096 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800096 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800096 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800096 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800096 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800096 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800096 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800096 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800095 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800095 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800095 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800095 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800095 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800095 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800095 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800095 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800095 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800095 12NG23_2101_08 0 2012-04-01 2013-03-31        
0800095 12NG23_2101_08 0 2012-04-01 2013-03-31        
