0800103,12HG23_2101_08,0,2012-04-01,2013-03-31,,,,,,,,
0800102,12HG23_2101_08,0,2012-04-01,2013-03-31,,,,,,,,
0800100,12HG22_2101_08,0,2012-04-01,2013-03-31,,,,,,,,
0800099,12HG15_1101_08,0,2012-04-01,2013-03-31,,,,,,,,
0800097,12HG23_2101_08,0,2012-04-01,2013-03-31,,,,,,,,
0800096,12HG23_2101_08,0,2012-04-01,2013-03-31,,,,,,,,
0800090,12HG21_2101_08,0,2012-04-01,2013-03-31,,,,,,,,
0800089,12HG21_2101_08,0,2012-04-01,2013-03-31,,,,,,,,
